Year Type	Year	Organization Group Code	Organization_Group	Department Code	Department	Union Code	Union	Job Family Code	Job_Family	Job Code	Job	Employee Identifier	Salaries	Overtime	Other Salaries	Total Salary	Retirement	Health and Dental	Other Benefits	Total Benefits	Total
Calendar	2019	4	Community Health	DPH		164	"Physician/Dentists 8-CC, UAPD"	2200	Medical & Dental	2230	Physician Specialist	8604266	75122.37	0	1698.43	76820.8	14153.23	6156.48	5777.17	30688.4	107509.2
Calendar	2019	1	Public Protection	SHF		498	Deputy Sheriffs' Assoc (DSA)	8300	Correction & Detention	8304	Deputy Sheriff	8562517	85326.95	4236.57	6069.58	95633.1	29669.99	8785.12	1633.87	54393.8	150026.9
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8517773	51012.97	0	0	51012.97	9578.42	3395.02	4309.33	23219.91	74232.88
Calendar	2019	6	General Administration & Finance	MYR		790	"SEIU, Local 1021, Misc"	9700	Community Development	9774	Sr. Community Devl Spc 1	8720015	3413	0	0	3413	652.22	1268.58	219.12	2033.68	5446.68
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	9200	Airport Operation	9212	Aviation Security Analyst	8529069	22650.1	3653.79	231.62	26535.51	4446.8	5020.08	1652.71	12940.91	39476.42
Calendar	2019	5	Culture & Recreation	REC		261	"Laborers, Local 261"	3400	Agriculture & Horticulture	3417	Gardener	9560161	27200	0	0	27200	5197.9	8785.12	2202.97	19114.61	46314.61
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8513037	89184.78	9330.76	6585.02	105100.56	17813.66	7751.44	8341.43	44497.21	149597.77
Calendar	2019	7	General City Responsibilities	DEM		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8238	Public SafetyComm Disp	8514012	14771.55	83.47	1438.48	16293.5	0	0	1415.31	1415.31	17708.81
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8601343	11183.01	0	65.96	11248.97	0	0	878.65	878.65	12127.62
Calendar	2019	6	General Administration & Finance	CAT		21	"Prof & Tech Eng, Local 21"	8100	Legal & Court	8173	Legal Assistant	8564896	72095.01	0	0	72095.01	13782.24	8785.1	5707.61	42681.25	114776.26
Calendar	2019	5	Culture & Recreation	REC		236	"Carpenters, Local 22"	7300	Journeyman Trade	7344	Carpenter	8604520	70989.02	0	125	71114.02	14099.42	8785.1	5732.36	42675.3	113789.32
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2900	Human Services	2930	Behavioral Health Clinician	8511979	42134.61	0	0	42134.61	8051.92	7529.88	3385.95	25345.59	67480.2
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		22	"Prof & Tech Eng, Local 21"	1200	Personnel	1244	Senior Human Resources Analyst	8544692	78319	0	0	78319	14966.8	8799.9	6355.27	41034.63	119353.63
Calendar	2019	5	Culture & Recreation	AAM		790	"SEIU, Local 1021, Misc"	3500	Museum & Cultural Affairs	3518	"Assoc Musm Cnsrvt, AAM"	8557338	70376.2	0	480	70856.2	14106.78	8785.1	6020.24	43318.44	114174.64
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H003	EMT/Paramedic/Firefighter	8548315	21906.73	0	1003.06	22909.79	3709.44	7603.72	363.3	13280.58	36190.37
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2600	Dietary & Food	2604	Food Service Worker	8534625	17536.86	8490.64	926.03	26953.53	4151.77	4428.7	2094.86	17515.65	44469.18
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5207	Assoc Engineer	8571866	80272.8	0	0	80272.8	14952.74	5020.06	6497.05	39886.97	120159.77
Calendar	2019	6	General Administration & Finance	ADM		21	"Prof & Tech Eng, Local 21"	2900	Human Services	2992	Contract Compliance Officer 1	8579281	83583.3	0	0	83583.3	16095.23	8785.12	6656.64	45943.27	129526.57
Calendar	2019	6	General Administration & Finance	ADM		790	"SEIU, Local 1021, Misc"	1200	Personnel	1220	Payroll and Personnel Clerk	8555518	59733.01	0	480	60213.01	11510.87	8799.9	4850.81	39567.46	99780.47
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8599784	60311.29	12896.19	2310.96	75518.44	11879.26	9139.56	5900.46	42047.16	117565.6
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H006	"Invstgtor,Fire Dept"	8584925	110149.81	40782.2	14458.35	165390.36	23115.68	10793.5	2860.95	54447.77	219838.13
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1402	Junior Clerk	8572987	33017.91	0	600	33617.91	7557.34	8061.5	2741.47	28147.31	61765.22
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	1600	"Payroll, Billing & Accounting"	1222	Sr Payroll & Personnel Clerk	9650156	24814.46	0	0	24814.46	4742.06	8711.26	1943.06	16031.62	40846.08
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q004	Police Officer 3	8576666	98456.14	29684.3	3010.24	131150.68	18079.83	8637.44	2246.39	42800.3	173950.98
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2303	Patient Care Assistant	8519036	53126.7	5253.22	4848.79	63228.71	10972.88	7603.78	5182.9	36506.5	99735.21
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		351	"Municipal Exec Assoc, Misc"	900	Management	3426	Forester	8527641	18912.51	0	0	18912.51	0	0	1467.92	1467.92	20380.43
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2500	Med Therapy & Auxiliary	2586	Health Worker 2	8519432	53003.01	68.25	1560	54631.26	10430.69	8785.14	4513.97	38136.12	92767.38
Calendar	2019	4	Community Health	DPH		251	"TWU, Local 250-A, Misc"	6100	Health & Sanitation Inspection	6122	Sr Environmental Hlth Insp	8511998	85248.04	0	0	85248.04	15922.32	5536.28	6927.6	42712.78	127960.82
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3278	Recreation Facility Assistant	8601363	11762.55	0	0	11762.55	2627.39	4709.32	955.6	12484.71	24247.26
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3278	Recreation Facility Assistant	8601490	1820.82	0	137.58	1958.4	0	0	152	152	2110.4
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	9200	Airport Operation	9234	Airport Security ID Technician	8495949	50457.2	0	436.92	50894.12	9809.32	8785.12	4205.14	37205.84	88099.96
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	2500	Med Therapy & Auxiliary	2548	Occupational Therapist	8596961	73493.72	0	0	73493.72	14049.7	6422.3	5894.42	37769.76	111263.48
Calendar	2019	4	Community Health	DPH		351	"Municipal Exec Assoc, Misc"	900	Management	941	Manager VI	8565998	147738.6	0	0	147738.6	27930.67	8785.12	14625.05	65747.14	213485.74
Calendar	2019	6	General Administration & Finance	CON		790	"SEIU, Local 1021, Misc"	1600	"Payroll, Billing & Accounting"	1632	Senior Account Clerk	8578160	18081.78	0	0	18081.78	7154.35	0	2758.67	9913.02	27994.8
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		200	"TWU, Local 200"	9100	Street Transit	9139	Transit Supervisor	8588797	78685	35222.88	2840.63	116748.51	15537.28	8785.14	9301.11	48029.81	164778.32
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	9200	Airport Operation	9202	Airport Communications Disp	8592359	72549.32	37063.24	4235.9	113848.46	14690.9	8785.14	8286.48	46154.44	160002.9
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8513409	106989.39	0	0	106989.39	20594.09	8799.96	7566.25	51380.46	158369.85
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5265	Architectural Associate 1	8587019	107732.23	0	0	107732.23	20588.29	8785.16	6114.94	40705.03	148437.26
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8551110	3771.27	0	68.34	3839.61	0	0	298.01	298.01	4137.62
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3630	Librarian 1	8586763	72994.04	0	2365.95	75359.99	14406.55	8785.16	6113.84	43711.77	119071.76
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q004	Police Officer 3	8532831	100219.46	17164.3	23305.19	140688.95	18157.1	8637.44	2482.67	42530.91	183219.86
Calendar	2019	1	Public Protection	SHF		39	"Stationary Engineers, Local 39"	7300	Journeyman Trade	7333	Aprnt Stationary Engineer II	8526572	26584.55	1357.62	1207	29149.17	5646.62	8188.16	2505.83	18037.65	47186.82
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	1600	"Payroll, Billing & Accounting"	1637	Patient Accounts Clerk	8519389	62215.02	1399.25	0	63614.27	11893.42	8799.88	5128.03	40227.19	103841.46
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3630	Librarian 1	8556214	69267.31	0	734.77	70002.08	13382.43	8799.86	5701.37	42289.52	112291.6
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3602	Library Page	8526513	16235.7	0	568.18	16803.88	3904.84	5004.66	1418.04	14067.02	30870.9
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H003	EMT/Paramedic/Firefighter	8552238	107563.68	37283.42	13897.42	158744.52	22017.63	10439.08	2700.15	52844.58	211589.1
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H003	EMT/Paramedic/Firefighter	9410205	24957	2660.36	1723.37	29340.73	4292.33	8903.26	490.63	15304.28	44645.01
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		21	"Prof & Tech Eng, Local 21"	6300	Construction Inspection	6318	Construction Inspector	8506056	75787.25	5137.81	1207.4	82132.46	13875.79	8799.86	6475.74	43412.19	125544.65
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q082	Captain 3	8577041	161088.55	0	4177.78	165266.33	31085.43	8726.1	2864.52	57083.93	222350.26
Calendar	2019	4	Community Health	DPH		39	"Stationary Engineers, Local 39"	7300	Journeyman Trade	7334	Stationary Engineer	8532350	73393.03	14642.59	50	88085.62	14039.92	8785.1	7345.83	44577.17	132662.79
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		261	"Laborers, Local 261"	7500	Semi-Skilled & General Labor	7514	General Laborer	8583476	0	0	0	0	0	0	130.26	130.26	130.26
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		351	"Municipal Exec Assoc, Misc"	900	Management	942	Manager VII	8501042	173712.33	0	0	173712.33	32449.31	0	14653.8	47103.11	220815.44
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		6	"Electrical Workers, Local 6"	9100	Street Transit	9145	Traffic Signal Electrician	8565640	75252.88	4224.78	107.81	79585.47	14454.72	8785.14	6562.26	39925.88	119511.35
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1404	Clerk	8591644	36719.81	0	0	36719.81	8254.59	8799.88	2960.14	29782.23	66502.04
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		21	"Prof & Tech Eng, Local 21"	1600	"Payroll, Billing & Accounting"	1654	Accountant III	8517432	84716.06	0	0	84716.06	16195.07	8785.12	6681.48	46067.97	130784.03
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q004	Police Officer 3	8507015	99729.02	4691.56	1077.16	105497.74	18145.2	8489.78	1786.48	42563.54	148061.28
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	9900	Public Service Aide	9924	PS Aide Health Services	8517710	30232.85	31.01	0	30263.86	2958.52	7943.38	2455.65	26668.69	56932.55
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3283	Recreation Specialist	8569886	52618.2	0	1258.54	53876.74	10299.53	8666.96	4246.72	37622.89	91499.63
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H030	"Captain, Fire Suppression"	8547976	111274.31	74732.62	26004.41	212011.34	25450.18	10793.5	597.22	54174.2	266185.54
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5266	Architectural Associate 2	8551732	147627.05	0	0	147627.05	27498.56	8785.12	8068.63	57540.79	205167.84
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2303	Patient Care Assistant	8518104	51418.95	24709.84	1778.13	77906.92	10658.29	7884.32	6333.21	37901.66	115808.58
Calendar	2019	1	Public Protection	FIR		799	"Firefighters,Local 798, Unit 2"	H000	Fire Services	H110	Marine Engineer of Fire Boats	8551698	56489.2	24484.03	0	80973.23	11429.95	10793.5	1332.53	25611.88	106585.11
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1054	IS Business Analyst-Principal	8515033	112156	0	0	112156	20891.64	8785.12	8289.7	52387.06	164543.06
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8583642	425.25	0	19.44	444.69	0	0	34.52	34.52	479.21
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	2400	"Lab, Pharmacy & Med Techs"	2486	Chemist	8542933	62442.01	0	0	62442.01	11936.78	8799.88	5013.14	40155.72	102597.73
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3602	Library Page	8535409	14470.95	0	392.33	14863.28	3510.81	4650.22	1284.84	12599.91	27463.19
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2944	Protective Services Supervisor	8556184	95021.11	0	0	95021.11	17699.85	8785.12	7723.34	48614.55	143635.66
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	2500	Med Therapy & Auxiliary	2593	Health Program Coordinator 3	8493091	80223.02	0	363.42	80586.44	15005.17	8785.12	6417.05	41134.9	121721.34
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8214	Parking Control Officer	8503325	47249	13252.28	2584.53	63085.81	9428.96	8785.12	5087.85	34707.71	97793.52
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	1600	"Payroll, Billing & Accounting"	1632	Senior Account Clerk	8560882	15172.06	0	0	15172.06	4703.45	5979.32	2007.57	18119.36	33291.42
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2303	Patient Care Assistant	9300143	23224.5	5526.96	1492.72	30244.18	5556.47	8548.84	2441.09	21662.54	51906.72
Calendar	2019	1	Public Protection	DAT		790	"SEIU, Local 1021, Misc"	8100	Legal & Court	8133	Victim/Witness Investigator 3	8564937	77407.01	0	0	77407.01	14797.69	8799.86	6277.7	44281.15	121688.16
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		790	"SEIU, Local 1021, Misc"	1600	"Payroll, Billing & Accounting"	1632	Senior Account Clerk	8503335	8186.81	0	0	8186.81	0	0	635.47	635.47	8822.28
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q004	Police Officer 3	8495657	90361.51	16586.83	3322.74	110271.08	18605.75	8785.14	1948.98	43315.73	153586.81
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		790	"SEIU, Local 1021, Misc"	1800	"Budget, Admn & Stats Analysis"	1822	Administrative Analyst	8584363	42776.8	0	0	42776.8	8178.82	8785.12	3438.63	27590.61	70367.41
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2400	"Lab, Pharmacy & Med Techs"	2430	Medical Evaluations Assistant	8583443	43155.46	0	345.69	43501.15	9731.76	8253.48	3099.5	35290.96	78792.11
Calendar	2019	1	Public Protection	SHF		498	Deputy Sheriffs' Assoc (DSA)	8300	Correction & Detention	8304	Deputy Sheriff	8586471	81792.28	80429.59	9644.71	171866.58	31158.23	8858.98	2970.14	56688.51	228555.09
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3616	Library Technical Assistant 1	8583205	42807.12	0	600.76	43407.88	8379.7	7618.5	3459.19	31127.89	74535.77
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	2400	"Lab, Pharmacy & Med Techs"	2483	Biologist	8555178	63984.27	0	0	63984.27	12231.76	7013.04	5027.45	35673.03	99657.3
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8570001	54318.41	3450.93	4067.31	61814.57	11148.16	9405.36	4730.16	40260.58	102075.15
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H002	Firefighter	8551749	94191.4	15821.36	17201.8	127214.56	19716.38	10439.08	2137.29	50324.81	177539.37
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q002	Police Officer	8507073	66989.81	13261.81	2697.9	82949.52	12887.76	8785.12	1350.24	37429.4	120378.92
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q003	Police Officer 2	8506929	74598.85	12570.77	2778.21	89947.83	14204.84	8563.58	1556.87	38666.15	128613.98
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1478	Utility Services Represtve	8496890	54620.36	0	0	54620.36	10441.88	7854.74	4837.27	35758.95	90379.31
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8583612	4553.17	0	91.14	4644.31	0	0	360.47	360.47	5004.78
Calendar	2019	4	Community Health	DPH		251	"TWU, Local 250-A, Misc"	6100	Health & Sanitation Inspection	6120	Environmental Health Inspector	8573322	76837.41	0	0	76837.41	15425.14	8785.12	6438.87	45055.41	121892.82
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8207	Bldg & Grounds Patrol Officer	8586755	52220.76	7094.94	446.44	59762.14	10068.5	8785.12	4812.04	37067.62	96829.76
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1478	Utility Services Represtve	8496740	59104.01	1761.63	520	61385.64	11629.11	8799.86	4757.58	39578.13	100963.77
Calendar	2019	6	General Administration & Finance	ADM		790	"SEIU, Local 1021, Misc"	1800	"Budget, Admn & Stats Analysis"	1840	Junior Management Assistant	8514659	57984.31	0	800	58784.31	11237.53	8785.16	4748.8	39192.09	97976.4
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8533177	40359.43	6090.88	4073.89	50524.2	9542.85	8947.54	4356.58	31409.39	81933.59
Calendar	2019	1	Public Protection	SHF		498	Deputy Sheriffs' Assoc (DSA)	8300	Correction & Detention	8304	Deputy Sheriff	8526773	78185.25	1326.18	3663.74	83175.17	28366.67	8785.12	1317.29	52527.52	135702.69
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2900	Human Services	2930	Behavioral Health Clinician	8504805	72928.68	0	0	72928.68	13941.5	8593.18	5837.5	42410.84	115339.52
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2400	"Lab, Pharmacy & Med Techs"	2409	Pharmacy Technician	8509833	71365.61	3943.66	800	76109.27	13796.33	8785.1	6244.26	43231.99	119341.26
Calendar	2019	2	"Public Works, Transportation & Commerce"	DBI		790	"SEIU, Local 1021, Misc"	6300	Construction Inspection	6322	Permit Technician II	8490873	3951	0	60	4011	1002.22	1882.52	427.41	3168.99	7179.99
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	1200	Personnel	1220	Payroll and Personnel Clerk	8508277	59733.05	1087.21	480	61300.26	11510.87	8785.16	4987.58	39689.85	100990.11
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		39	"Stationary Engineers, Local 39"	7300	Journeyman Trade	7343	"Sr Statnry Eng, Wtr Treat Plnt"	8543295	91606.17	6731.33	48.73	98386.23	17521.52	0	7903.82	25425.34	123811.57
